"model","variable","standardized_estimate","standardized_se"
"1955_1980_grass_gain","clay",0.122648597180315,0.297137910046236
NA,"coarse",-0.015477776681444,0.291113359367372
NA,"Alluvial_Plains",0.186951670874162,0.29298664474222
NA,"Gypsiferous",4.35060940399569,551.197483892128
NA,"Sand_Sheets",-2.43221378199592,562.421252194398
