"model","variable","standardized_estimate","standardized_se"
"1996_2016_grass_loss","clay",0.0381042601841555,0.314245515870745
NA,"coarse",-0.00497219143167995,0.357168484847296
NA,"mean_shrub",-4.61127574869079,2.25505279374846
NA,"Alluvial_Plains",0.559593727251015,0.339378138752615
NA,"Fan_Piedmont",0.276379475489216,0.404118644793289
NA,"Gypsiferous",0.339194429712645,0.321389969580509
NA,"Lake_Plain",0.233697216428019,0.259883684852662
NA,"Sand_Sheets",-3.79269812362941,584.329595091702
