"model","variable","standardized_estimate","standardized_se"
"1945_1956_grass_loss","clay",-0.457774094747439,0.324578573351029
NA,"coarse",-0.197504385510959,0.317440289407653
NA,"Alluvial_Plains",-0.44619781037443,0.31057650220329
NA,"Fan_Piedmont",-0.458754896685607,0.289002111361837
NA,"Gypsiferous",3.66496771705134,531.23889632053
NA,"Sand_Sheets",3.01869735163018,536.297955986352
