quad1,quad2,dist
R3,Y7,3825.684374
I3,L5,3830.24628
J22,PSG14,3834.455822
K4,Y3,3836.494637
G4,PSG2,3837.774977
A1,B4,3840.025303
I2,L5,3840.030545
B4,H1,3847.099828
R4,U1,3847.361319
B5,PBR1,3848.067587
J1,N1,3857.509589
G4,PSG4,3859.375195
J12,N1,3862.106935
P5,R4,3870.569217
G4,PSG3,3872.485773
J22,T7,3873.281608
I2,PSG3,3878.244513
B2A,H3,3880.234963
G4,PSG6,3884.393914
I2,PSG4,3886.275011
G4,K3,3889.358794
G4,PSG5,3890.840676
L4,PSG14,3890.980072
I7,T8,3891.912109
G4,MG6,3899.482562
I6,L2,3901.285471
B2,H3,3904.946834
B3,H2,3906.602412
MG6,T8,3907.020533
B1,PBR2,3908.400976
I3,N6,3917.91119
I2,PSG5,3918.228809
I4,K1,3925.136122
J12,R4,3925.722641
I2,R4,3926.135878
G4,MG1,3927.160166
G4,PBR2,3927.573079
I2,PSG6,3931.666539
K4,T9,3932.457767
G3,K4,3932.755068
K4,Y7,3932.838753
I6,K1,3932.945805
G4,PSG7,3934.743258
I7,K1,3935.216347
MG3,T9,3936.616515
K4,MG2,3939.261293
I3,K2,3941.788905
G2,J22,3943.753521
G2,I5,3946.114827
I2,N3A,3946.198172
J1,N4,3948.536751
G4,PSG8,3949.656484
J12,N4,3952.905959
J1,R4,3954.499354
J9,PSG14,3954.747213
J22,PSG1,3956.820886
I6,T8,3957.457978
G4,PSG14,3959.418082
I7,L2,3960.924946
P1,V2,3961.619772
J22,PSG2,3966.873287
R3,Y3,3967.263776
G5,MG1,3968.984845
J9,T7,3969.039444
I2,N3,3971.800977
G4,PSG9,3973.248764
G6,K4,3974.655371
P5,R3,3978.790483
I2,PSG13,3979.627585
I4,L5,3982.044396
G5,K1,3982.363313
I1,L5,3988.686205
G4,PSG10,3990.653596
I2,PSG7,4000.146445
A2,B3,4001.758685
K4,MG6,4008.644062
G4,MG3,4010.729294
G4,PSG11,4012.097809
I2,PSG8,4013.319688
A3,B2,4014.215953
PSG14,R1,4018.18059
G4,PSG12,4018.883187
AR4,B5,4019.941196
J22,PSG3,4020.15671
L3,T7,4026.983309
L3A,T7,4026.983309
R1,T7,4027.483433
R4,U2,4031.229225
G2,J9,4032.803106
J22,PSG4,4033.951716
B1,PBR1,4042.093782
I6,N3A,4048.892443
I2,K3,4051.012802
J22,PSG5,4056.136889
L4,PSG1,4057.488463
G6,MG1,4059.403602
L4,PSG2,4060.737925
N1,R4,4066.548758
I2,PSG10,4072.024132
J22,PSG6,4073.194359
T11,T6,4074.47567
I2,PSG9,4076.632088
J9,PSG1,4077.094666
G3,MG1,4077.32293
I7,T9,4082.674105
G4,L1,4083.718183
J9,PSG2,4087.155684
G2,R1,4088.64053
I2,PSG11,4089.030432
B2A,PBR2,4089.618103
A3,B2A,4089.771827
H2,J1,4091.082756
N4,R4,4091.225842
I2,T9,4093.131579
G4,I7,4094.866446
L4,PSG3,4095.678283
T11,T8,4096.023819
G6,MG2,4097.618915
I6,N3,4098.951859
I6,U2,4106.206798
I1,K4,4106.568347
I5,T7,4109.158207
L2,T8,4112.857311
L5,V2,4113.244805
L4,PSG4,4113.591038
N5,R3,4113.742041
G3,L2,4114.743342
G6,PBR1,4119.257664
I1,R3,4120.562135
L4,PSG5,4121.673677
A5,AR1,4122.039411
H2,U1,4122.134498
H2,J12,4124.54585
MG2,PSG13,4125.726445
J22,PSG7,4128.032448
I4,Y7,4131.276348
I2,PSG12,4131.556606
G1,Y7,4132.460929
MG4,T6,4132.494185
MG1,T7,4133.586713
G3,MG2,4135.294611
J22,PSG8,4136.632772
L4,PSG6,4140.052621
J9,PSG3,4140.452838
PSG1,R1,4140.924912
I5,K1,4142.412224
MG3,T8,4142.893975
AR5,B5,4143.212654
PSG2,R1,4150.94604
G1,Y3,4151.138155
AR6,B5,4153.433351
J9,PSG4,4154.243711
G2,I4,4155.650322
K3,MG2,4157.389295
I6,T9,4158.481635
G3,I3,4158.956315
A5,AR2,4159.172456
J22,PSG13,4163.927506
G3,PBR1,4164.283374
I7,N3A,4164.30683
L4,PSG7,4171.636567
L4,PSG8,4173.930087
J9,PSG5,4176.436578
H2,U2,4178.397532
G4,I6,4180.627331
L1,R3,4181.007362
I7,U2,4184.62311
J22,PSG10,4185.113063
G2,L3,4188.766233
G2,L3A,4188.766233
J9,PSG6,4193.492952
J22,PSG11,4195.555776
G6,L2,4196.063157
J22,PSG9,4196.875148
J22,K3,4200.965898
L4,PSG10,4203.980923
PSG3,R1,4204.146906
G5,K2,4204.27754
L4,PSG11,4205.659285
MG2,PSG12,4207.583796
PBR1,T9,4211.263719
MG2,PSG9,4213.163028
I7,N3,4214.622868
MG6,PSG13,4216.762643
B2A,PBR1,4217.129502
PSG4,R1,4217.974502
K4,L3,4220.714607
K4,L3A,4220.714607
L4,PSG9,4221.896812
I4,U3,4223.384176
J12,R3,4224.33906
G6,MG6,4227.935278
L3,V1,4230.872965
L3A,V1,4230.872965
G6,I3,4232.138991
MG2,PSG10,4233.939999
MG2,PSG11,4239.307354
J22,PSG12,4239.851868
PSG5,R1,4240.080228
I4,T7,4242.52369
A4,B1,4243.441603
MG2,PSG7,4245.29719
L4,PSG12,4245.494852
K3,MG6,4246.02049
MG2,PSG8,4247.537065
J9,PSG7,4248.331746
I4,Y3,4252.828164
G6,PBR2,4254.869296
J1,R3,4256.136671
I1,J8,4256.869188
J9,PSG8,4256.92915
PSG6,R1,4257.155936
K3,L4,4257.981578
MG2,PSG6,4259.612971
L2,R4,4263.744989
L4,PSG13,4263.747346
G3,MG6,4265.615073
A5,AR3,4265.939558
G1,L4,4268.504985
MG2,PSG4,4277.015003
MG2,PSG5,4277.40069
I7,PBR1,4283.245317
J9,PSG13,4284.170552
I5,L4,4286.216568
G6,T11,4292.377491
R3,U1,4292.494963
MG6,PSG12,4293.386288
MG2,PSG3,4295.941367
J12,R1,4298.213862
G3,PBR2,4300.197869
MG6,PSG9,4300.337174
J9,PSG10,4305.395147
N6,R1,4311.480952
PSG7,R1,4311.855487
J9,PSG11,4315.826061
J9,PSG9,4317.165317
MG2,PSG1,4319.376755
MG2,PSG2,4319.431822
PSG8,R1,4320.409912
MG6,PSG10,4320.958954
J9,K3,4321.264425
J12,J9,4325.296376
MG6,PSG11,4325.813016
J1,R1,4332.999371
H1,U5,4333.911647
MG6,PSG7,4334.034999
MG6,PSG8,4335.902428
P1,V1,4336.11296
G4,I2,4340.31679
PBR2,T9,4343.531196
L5,P1,4346.732387
PSG13,R1,4348.101985
MG6,PSG6,4349.926631
P2,R3,4351.242008
G3,T11,4354.491717
J1,J9,4360.025348
J9,PSG12,4360.120318
I5,U4,4362.186409
I3,T8,4364.781763
G2,MG1,4366.264799
J9,N6,4367.528557
MG6,PSG5,4367.811204
MG6,PSG4,4368.251861
PSG10,R1,4368.760669
K4,MG5,4368.990736
J12,R2,4370.184214
P2,R4,4372.752752
K1,MG1,4377.833106
PSG11,R1,4379.127125
PSG9,R1,4380.586718
K3,R1,4384.927957
I1,J12,4385.22906
I7,PBR2,4386.041671
MG6,PSG3,4387.115869
P1,R3,4387.742179
G4,K4,4388.190184
I6,U3,4393.359288
J12,J22,4397.276752
I6,PBR1,4401.39375
J1,R2,4403.980018
G5,PSG13,4405.891125
K1,L5,4408.805955
MG6,PSG2,4411.858194
MG6,PSG1,4412.179476
I1,J1,4414.848158
I2,U1,4417.700955
PSG12,R1,4423.412197
I6,L3,4423.601706
I6,L3A,4423.601706
MG2,T7,4424.53186
I3,PSG14,4427.931339
G6,MG3,4428.606337
J1,J22,4431.900494
MG3,T6,4433.818927
I6,R2,4436.374382
P5,R2,4440.609438
H2,U4,4444.176986
I3,U2,4444.634562
R4,U4,4454.997794
B1,H3,4455.909881
I7,U3,4462.554938
P1,V3,4466.37653
G5,PSG1,4469.552449
K4,MG7,4473.39204
G3,MG3,4474.942634
J22,N6,4481.54733
G5,PSG2,4482.965459
I4,N5,4488.842902
MG2,PSG14,4496.71222
G5,PSG4,4496.821485
I7,L3,4498.603981
I7,L3A,4498.603981
PBR1,T8,4499.043512
I3,PSG1,4500.449994
I6,PBR2,4503.779726
G5,K3,4507.158435
G5,PSG3,4511.431251
P1,V4,4513.493677
I3,PSG2,4514.730834
G5,PSG6,4517.221886
G3,I5,4522.795622
R4,U3,4523.735217
G5,PSG5,4525.601271
R4,U5,4531.770869
I6,N6,4532.298771
A4,AR1,4535.644404
P1,R4,4537.801413
K2,MG2,4542.279481
G5,I1,4543.098248
A4,AR2,4543.601604
I5,N5,4546.422106
I7,R2,4548.045143
MG6,T7,4551.809297
G5,PSG7,4561.11819
A1,PBR2,4564.188425
K4,MG3,4566.152866
P3,R4,4574.598304
G5,PSG8,4575.026313
I3,PSG3,4576.322889
L2,T9,4577.150548
R3,U2,4578.921398
R2,U1,4579.019022
G6,I5,4583.604065
I3,PSG4,4585.243757
K2,L5,4586.568547
MG6,PSG14,4588.678801
G2,MG2,4589.644802
G5,PSG9,4591.608166
R4,Y7,4595.106986
H3,U3,4600.929864
G2,PBR1,4603.187899
B3,H1,4603.249412
L5,PSG14,4608.625787
G5,PSG10,4610.426243
A1,B5,4611.56892
I1,R4,4614.207114
I3,PSG5,4616.069024
G5,PSG14,4618.036906
G5,MG4,4618.435592
I1,T10,4627.799523
I3,PSG6,4630.137374
G5,PSG11,4630.708397
P1,R2,4631.810426
A4,AR3,4631.810498
G5,PSG12,4632.326521
PBR2,T8,4633.860295
L1,T10,4634.658148
I7,N6,4642.447524
I4,U4,4645.552692
K2,MG6,4645.590475
I2,N6,4649.550745
T7,Y7,4650.724641
P1,V5,4653.154485
T7,Y3,4654.962848
B2,H2,4665.267821
B2A,H2,4666.120123
G1,MG1,4669.541599
MG7,T6,4675.156714
I4,K2,4681.335195
G5,I7,4684.308846
I3,PSG13,4684.310538
P3,R3,4692.287822
L3,N3,4694.037443
L3A,N3,4694.037443
H3,J1,4695.384412
I6,R3,4697.11671
I3,PSG7,4697.212612
L3,N3A,4698.963634
L3A,N3A,4698.963634
A1,PBR1,4699.461415
P2,R2,4706.476186
L4,N3,4706.689415
P2,V2,4707.312403
I3,PSG8,4709.825857
G3,J22,4714.410478
G2,MG6,4718.527031
I1,N3A,4720.208175
L4,N3A,4722.434245
H1,J8,4724.525649
N5,R2,4725.38122
MG4,T5,4726.2202
H3,J12,4727.343462
K1,R2,4729.86391
I3,T9,4733.396439
MG3,PSG13,4734.879238
R4,Y3,4736.869617
G2,PBR2,4740.231376
T11,T5,4740.351467
I1,N3,4744.722537
V2,Y3,4749.044677
I3,K3,4751.610966
MG5,T6,4753.658693
I7,K2,4755.31445
I6,K2,4755.451811
A2,B4,4756.82298
L5,P2,4758.538866
V2,Y7,4765.767784
I3,PSG10,4767.49819
A3,B3,4769.525382
K3,MG3,4769.953742
K4,L4,4771.944397
I3,PSG9,4773.196511
G5,I6,4779.421903
MG4,T9,4780.44885
A4,B2,4781.431897
L5,PSG1,4782.119769
L5,PSG2,4783.44933
I3,PSG11,4783.662822
L1,R4,4786.916012
MG5,PSG13,4792.999328
G6,J22,4795.088542
K3,MG5,4795.613107
R1,U1,4797.671135
G3,J9,4801.942263
J22,T8,4804.023757
P4,R4,4809.335303
I6,R4,4810.989191
MG5,PSG12,4811.449791
I5,T8,4812.019034
L5,PSG3,4812.393004
I7,R3,4813.914653
N1,R3,4817.823554
H3,U1,4819.483076
MG3,PSG12,4823.624043
L5,V3,4824.147822
I3,PSG12,4826.790535
MG3,PSG9,4827.564402
G3,I4,4829.395369
L5,PSG4,4830.927479
MG5,PSG9,4832.687658
I2,K4,4833.539761
J9,U1,4833.73058
L5,PSG5,4834.877394
K4,MG4,4840.841173
J8,L2,4843.786559
J8,L3,4845.039131
J8,L3A,4845.039131
N4,R3,4845.998164
MG3,PSG10,4848.51819
MG5,PSG11,4850.254999
MG5,PSG10,4850.998618
L5,PSG6,4853.099911
MG3,PSG11,4854.503982
G3,R1,4857.093561
MG3,PSG7,4857.647662
A4,B2A,4860.29279
MG3,PSG8,4860.384838
MG3,T7,4862.17075
N4,Y2,4865.749723
N4,Y1,4866.474573
MG3,PSG6,4869.725373
L4,T7,4872.243602
L5,P5,4877.039317
G2,Y7,4877.179669
L5,PSG7,4877.216336
L5,PSG8,4877.635913
G5,L1,4878.249151
MG5,PSG8,4879.791183
MG5,PSG7,4881.958078
G6,J9,4882.397622
L4,V2,4883.368073
G4,MG4,4883.613489
I3,U3,4883.623786
L5,N3,4884.144709
P1,V6,4885.001189
MG3,PSG4,4885.718475
MG3,PSG5,4887.354599
G2,Y3,4889.31429
J22,K4,4897.734199
J9,T8,4898.018564
G6,I4,4899.618622
L5,PSG11,4900.514551
L5,PSG10,4901.465362
MG7,PSG13,4903.159307
J8,L1,4903.567855
MG3,PSG3,4904.723961
K3,MG7,4905.164669
L5,N3A,4909.95195
L2,N3A,4911.424245
MG5,PSG6,4914.247923
L2,N3,4916.764516
L5,V4,4919.19794
J22,U1,4919.763295
MG7,PSG12,4920.204956
L5,PSG9,4920.664928
I5,L5,4921.504002
A3,AR2,4925.018234
MG3,PSG1,4925.517802
G5,K4,4925.827672
R2,V1,4925.947628
MG3,PSG2,4926.197844
I7,R4,4930.392112
MG5,T9,4931.309268
MG5,PSG5,4932.631449
H3,U2,4934.538434
G6,R1,4937.451765
PBR1,T7,4937.502639
L5,PSG12,4937.867929
I5,Y7,4940.761023
MG7,PSG9,4941.79105
MG5,PSG4,4941.969572
N1,Y2,4942.836461
L2,V1,4943.116582
N1,Y1,4943.402863
T11,T7,4943.640989
A3,AR1,4945.147893
G4,I3,4946.092059
G5,MG5,4950.233663
MG4,T8,4951.42169
I5,K2,4951.851622
L3,T8,4951.981011
L3A,T8,4951.981011
G3,L3,4953.93656
G3,L3A,4953.93656
G4,L2,4954.771269
R1,T8,4955.721153
I5,U5,4956.553876
MG6,T6,4956.565635
MG7,PSG11,4959.144315
MG5,PSG3,4959.597394
MG7,PSG10,4960.02993
G1,R2,4962.876797
R2,U2,4963.321233
K3,L5,4964.958453
K1,MG2,4975.993293
A5,B1,4979.12179
L5,PSG13,4982.510367
MG7,PSG8,4989.144959
MG7,PSG7,4991.408047
A3,AR3,4993.587496
G2,MG3,4995.982978
MG5,PSG2,4997.184063
G2,T11,4998.931816
MG5,PSG1,5001.591907
J9,K4,5017.682385
MG7,PSG6,5024.061849
MG7,T9,5032.508571
MG5,T8,5032.57216
P2,V1,5034.203552
G6,L3,5035.30764
G6,L3A,5035.30764
P4,R3,5035.540488
G5,MG7,5036.5583
G2,L4,5038.25154
G1,MG2,5038.810526
MG7,PSG5,5042.444821
MG2,T6,5042.640067
MG7,PSG4,5051.978813
I5,Y3,5052.741569
H1,I7,5054.614959
A2,PBR2,5056.847323
I4,T8,5058.698583
H1,I6,5059.34752
MG7,PSG3,5069.567849
MG3,T5,5073.052312
H2,U5,5073.637387
PBR2,T7,5074.555554
J8,L4,5079.144952
K4,R1,5080.165157
R3,U3,5081.833276
I6,U4,5087.483849
K1,MG6,5089.740541
I6,L4,5095.722542
R3,U4,5095.946925
I5,T9,5097.937616
G4,MG5,5102.280761
MG3,PSG14,5104.065415
MG7,PSG2,5107.415345
G5,I2,5110.318982
MG7,PSG1,5111.908521
I2,U2,5118.400672
K2,MG3,5125.128505
N3,P5,5131.239564
I4,U5,5133.009625
G1,L5,5134.101104
I1,U1,5137.638656
MG7,T8,5137.940515
L4,P1,5139.971199
P3,R2,5146.92897
I4,PSG14,5153.871613
J22,V1,5155.764736
MG4,PSG13,5156.365601
MG5,PSG14,5164.033903
G1,MG6,5164.143798
I7,U4,5165.133654
R1,V1,5170.069196
J9,V1,5172.381352
K3,MG4,5173.972688
I7,L4,5180.284881
L1,N3A,5183.385733
J12,L1,5185.454634
A2,PBR1,5186.668608
G1,PBR1,5190.714004
N3A,P5,5191.584322
H3,PBR2,5193.667853
L1,N3,5198.566888
G4,MG7,5198.781398
G4,I5,5205.611301
MG4,PSG12,5207.217854
P2,V3,5208.903408
J1,L1,5216.748766
MG4,PSG9,5220.83562
I4,N1,5224.030616
B1,H2,5227.004335
MG7,T5,5229.389302
R3,U5,5232.445512
I4,PSG1,5232.721127
H2,I7,5236.349613
I5,N1,5237.671986
MG4,PSG10,5240.54686
I3,N5,5240.754932
J22,T9,5241.704594
H3,U4,5242.14519
MG4,PSG11,5242.851811
H3,PBR1,5243.320943
I4,PSG2,5246.607458
K2,R2,5247.41466
P2,V4,5254.696967
H2,I6,5257.60568
G6,MG4,5259.987224
MG4,PSG7,5261.875324
MG4,PSG8,5261.929715
PBR1,T10,5264.356336
MG7,PSG14,5273.946078
H1,N5,5282.33193
MG4,PSG6,5285.219547
H1,I5,5285.961826
I4,N4,5292.243111
H2,J8,5293.266117
G3,MG4,5301.225697
MG4,PSG5,5303.449171
I4,PSG3,5307.584268
MG4,PSG4,5307.814886
MG5,T5,5313.647443
I5,N4,5316.711264
I4,PSG4,5317.100124
N6,P5,5324.556958
MG4,PSG3,5326.264521
G1,PBR2,5326.867984
J9,T9,5333.026297
J12,L2,5334.649376
R3,V1,5334.718048
I2,T10,5341.654216
I6,PSG14,5342.745508
G1,J12,5343.940495
I7,PSG14,5345.810324
H1,N1,5346.480164
I4,PSG5,5347.104671
K2,MG5,5347.212183
I7,PSG1,5348.768013
I6,PSG1,5349.761726
I3,U4,5350.827407
K4,T11,5353.61812
MG4,PSG2,5356.766376
MG4,PSG1,5358.851304
I4,PSG6,5361.584083
PSG13,T11,5363.087862
I7,PSG2,5366.116707
B2,H1,5366.735928
I6,PSG2,5367.005969
J1,L2,5368.079598
G1,J1,5368.623951
V3,Y3,5372.202442
R1,U2,5373.123887
P2,V5,5374.644013
U5,Y1,5377.371023
G6,MG5,5377.726357
B5,J1,5377.924648
U5,Y2,5379.367009
B5,I7,5382.316624
PBR2,T10,5384.943795
B2A,H1,5386.756776
A2,AR2,5387.925169
R1,T9,5389.657417
V3,Y7,5399.345595
P5,V2,5401.568418
B5,J12,5403.908259
K4,L5,5407.395241
I4,T9,5407.839467
G3,MG5,5408.509953
J9,U2,5414.271243
K1,R3,5416.410177
L3,T9,5416.781138
L3A,T9,5416.781138
K3,T11,5417.342706
I4,PSG13,5419.927012
I1,N6,5426.943299
I4,PSG7,5427.588282
I7,PSG3,5429.185562
I6,PSG3,5430.25129
I7,PSG4,5431.013781
L2,T10,5431.229185
H1,N4,5431.239522
A2,AR1,5431.586071
I6,PSG4,5432.498135
A2,AR3,5438.574899
I4,PSG8,5439.794278
N1,R2,5448.55246
L3,N6,5452.455013
L3A,N6,5452.455013
B5,I6,5453.07018
L4,N6,5453.275504
J8,L5,5454.085771
K2,MG7,5459.335837
V4,Y3,5465.775764
G1,J8,5467.543233
I7,PSG5,5468.095938
I6,PSG5,5469.368583
R2,U3,5469.516616
L5,P3,5471.769762
I7,PSG6,5476.667901
I6,PSG6,5478.293849
I7,PSG13,5479.115523
G6,MG7,5481.262048
N4,R2,5483.256499
I6,PSG13,5483.740144
I4,K3,5484.345157
I5,PSG14,5484.891961
PSG9,T11,5485.350784
PSG12,T11,5492.392868
V4,Y7,5493.372205
I4,PSG10,5496.658425
H1,N6,5498.966803
G1,MG3,5499.686188
L4,P2,5500.052651
PSG6,T11,5500.564749
PSG7,T11,5501.974604
I4,PSG9,5503.106713
PSG10,T11,5507.048641
PSG8,T11,5507.709706
J22,U2,5507.914143
PSG4,T11,5508.252177
A5,B2,5509.26798
I4,PSG11,5512.210135
G3,MG7,5512.6643
PSG14,R2,5513.537239
H3,I7,5515.82484
PSG5,T11,5516.927168
PSG11,T11,5516.992272
T8,Y3,5519.20434
J12,L3,5519.806123
J12,L3A,5519.806123
K1,MG3,5520.036605
A3,B4,5521.69952
T8,Y7,5524.683945
A2,B5,5525.579959
I3,K4,5526.918751
PSG3,T11,5527.311939
MG4,PSG14,5530.387199
PSG1,T11,5533.307534
A4,B3,5534.318053
I5,PSG1,5534.656251
PSG2,T11,5537.306002
L4,P5,5538.274792
P3,V2,5538.49008
I2,U3,5541.18329
I7,PSG7,5549.723978
I5,PSG2,5550.269517
I6,PSG7,5551.293177
H3,I6,5553.332016
J1,L3,5554.416206
J1,L3A,5554.416206
I4,PSG12,5555.689527
G4,J22,5557.079495
P4,R2,5559.727711
I6,Y7,5560.912465
A3,PBR2,5565.129115
L5,V5,5565.233621
I7,PSG8,5565.572464
I6,PSG8,5567.015655
P5,V1,5568.35772
H2,PBR2,5571.811046
G1,R3,5571.897296
I7,K3,5574.537946
P2,V6,5574.571438
R2,U4,5575.353098
L4,V3,5576.725646
I6,N5,5577.413401
I6,K3,5577.918164
I7,T10,5584.317232
MG6,T5,5585.414979
MG5,T7,5589.563961
G4,I4,5590.980169
L5,N6,5598.509109
A5,B2A,5600.708857
G3,Y7,5603.910064
H2,PBR1,5604.052921
L1,MG1,5606.339317
G3,Y3,5608.539477
MG4,T7,5611.718304
I5,PSG3,5613.461264
G1,T11,5616.90144
I5,PSG4,5620.055451
G2,J12,5620.8178
K2,T11,5623.042452
I7,PSG9,5624.680431
I6,PSG9,5626.59854
I7,PSG10,5627.072909
I6,PSG10,5628.529984
I7,Y7,5629.753758
AR2,AR6,5629.995699
AR3,AR6,5633.304751
K2,MG4,5638.133739
R2,T7,5640.295182
AR2,AR5,5641.093309
G2,J1,5642.045149
G4,J9,5643.229989
AR3,AR5,5644.355469
H2,I5,5647.753835
I7,PSG11,5648.173487
I6,PSG11,5649.423245
I6,Y3,5651.248579
PSG1,R2,5652.685436
I5,PSG5,5653.599128
N5,Y2,5654.64618
I6,T10,5655.798846
N5,Y1,5655.843131
PSG2,R2,5660.769945
L3,V2,5662.603699
L3A,V2,5662.603699
I5,PSG6,5665.987818
L2,N6,5666.906526
L4,V4,5672.174378
MG2,T5,5675.391343
I7,N5,5677.386423
G2,R2,5681.064073
G6,Y7,5682.752125
I7,PSG12,5684.555489
I6,PSG12,5686.33371
G6,Y3,5686.82701
N3,Y7,5689.147871
A3,PBR1,5689.374142
I5,PBR1,5693.734855
G5,I3,5696.120797
G4,R1,5697.754618
N5,R1,5698.12833
AR4,H3,5698.89194
MG7,T7,5699.616192
N3A,Y7,5701.367368
I5,PSG13,5702.794558
PSG3,R2,5709.141905
PSG14,T11,5714.811344
I7,Y3,5718.159027
PSG4,R2,5724.522195
AR1,AR6,5729.700468
L5,T7,5734.094537
I5,PSG7,5736.271471
MG4,T4,5740.68875
AR1,AR5,5740.838953
PSG5,R2,5742.519477
N3,P2,5745.169064
B5,U1,5747.165857
G5,L2,5748.320846
I5,PSG8,5750.214692
J9,N5,5754.067369
H1,N3A,5755.922676
L1,V1,5757.227481
AR3,T1,5760.264671
PSG6,R2,5760.319322
I6,U5,5769.805847
G2,MG4,5774.46411
P1,Y7,5776.373442
I5,K3,5781.219357
R2,U5,5784.396954
I5,PBR2,5792.604378
G2,MG5,5792.878058
L4,T8,5794.033407
G4,L3,5794.543786
G4,L3A,5794.543786
AR1,T1,5794.629775
N3,P3,5796.698854
G3,L4,5802.387027
N3A,P2,5804.471088
PSG7,R2,5808.423169
I5,PSG10,5810.140763
H1,N3,5811.379391
I5,PSG9,5813.131258
PSG8,R2,5815.047776
B5,U3,5815.978946
AR2,T1,5817.39566
N5,P5,5821.948478
B4,I7,5827.072961
T11,T4,5828.181384
I5,PSG11,5828.261961
N3,Y3,5829.839208
I6,L5,5833.537502
J12,T7,5839.286528
AR5,H3,5840.033096
N3A,Y3,5841.839179
AR6,H3,5850.479317
I7,U5,5853.030596
I1,U2,5853.667637
R1,U3,5856.136324
N3A,P3,5857.321792
PSG10,R2,5858.081921
P1,Y3,5859.513261
J1,T7,5861.820815
I3,U5,5862.965309
PSG13,R2,5863.158644
PSG11,R2,5865.662278
J22,N5,5867.884489
I5,PSG12,5869.740514
K1,T11,5871.004889
PSG9,R2,5872.172804
G5,I5,5877.123861
N3,P4,5879.485171
H3,U5,5879.63656
G6,L4,5883.693796
K3,R2,5887.09659
L1,U1,5888.75573
P3,V1,5889.738753
J9,U3,5895.903086
G2,J8,5898.185223
I1,PBR1,5899.662472
AR3,T6,5900.348947
G2,MG7,5901.503847
G2,L5,5903.649215
AR2,AR4,5905.07705
J12,L4,5906.251076
B4,I6,5908.116597
PSG12,R2,5909.178503
K1,MG5,5911.718199
AR3,AR4,5912.79157
L1,N6,5922.676254
I7,L5,5924.712534
B1,H1,5935.397287
N6,P4,5937.519461
N3A,P4,5940.192389
J1,L4,5941.251301
H3,J8,5941.409513
L3,P1,5941.435726
L3A,P1,5941.435726
P5,V3,5942.716221
J8,K1,5944.121208
L2,U1,5946.770904
N6,P3,5949.850171
I1,MG1,5950.059364
R2,V2,5960.381528
K2,R3,5961.072761
J8,Y7,5963.3732
MG1,T6,5966.264798
I2,N5,5971.920915
H1,PBR2,5972.369066
I3,N1,5974.97151
PSG14,V1,5981.086887
J22,U3,5987.400095
T9,Y3,5989.183446
H1,PBR1,5989.980179
P5,V4,5993.915728
T9,Y7,5995.15965
AR1,AR4,5999.711806
R4,V1,6004.610072
N6,P2,6004.718084
H2,N5,6005.689789
N3,P1,6006.923681
P5,R1,6010.659435
M5,N4,6013.756047
P3,V3,6014.774904
P1,R1,6014.934347
K1,R4,6019.966646
AR2,T6,6022.535894
J1,PBR1,6023.709635
K1,MG7,6024.731592
I1,PBR2,6028.765028
J12,PBR1,6029.204856
I3,T10,6031.415754
I2,PBR1,6033.10808
L3,U1,6033.331113
L3A,U1,6033.331113
I2,U4,6042.516543
I3,N4,6043.649204
J12,K1,6047.340737
B5,U2,6050.698811
A1,AR2,6052.343333
J8,T7,6053.337486
B4,J1,6055.559355
P3,V4,6056.096563
M6,N4,6057.961887
J9,P1,6062.089766
N3A,P1,6064.230518
G1,R4,6065.492998
J9,P5,6067.305186
J1,K1,6075.773435
G3,J12,6075.959753
G1,N3A,6077.29103
M5,N1,6078.001399
B4,J12,6079.959225
H2,N1,6084.484776
A1,AR3,6084.904322
J1,PBR2,6086.549918
L5,P4,6091.692537
J12,PBR2,6092.738083
G3,J1,6094.086246
J8,Y3,6096.399972
H3,I5,6098.293675
AR1,T6,6098.438161
H1,I4,6105.626652
G1,N3,6107.01844
U4,Y1,6116.420032
A1,AR1,6118.040885
U4,Y2,6118.912238
K1,MG4,6121.8068
A4,PBR2,6121.912065
M6,N1,6122.249934
G6,J12,6123.495074
P3,V5,6131.687609
J22,P1,6133.466674
MG3,T4,6135.539862
N4,P5,6140.413498
G6,J1,6141.294769
PSG11,V1,6141.839906
AR3,T11,6145.158543
PSG2,V1,6153.130341
PSG10,V1,6153.158924
P5,V5,6153.270479
PSG3,V1,6153.651233
AR3,T5,6153.787485
I2,PBR2,6155.32121
PSG8,V1,6157.475359
G1,MG5,6158.685352
PSG5,V1,6158.848193
PSG1,V1,6159.914321
J22,P5,6160.14804
H2,N6,6163.579573
PSG12,V1,6164.300071
PSG7,V1,6164.674327
L4,P3,6168.670884
H2,N4,6169.675737
PSG4,V1,6172.324542
G1,U1,6173.722484
PSG6,V1,6174.053496
R1,U4,6174.644958
PSG9,V1,6174.95033
V5,Y3,6175.405473
N1,P5,6177.11953
N5,P4,6178.982006
P2,R1,6194.459968
MG7,T4,6195.75378
V5,Y7,6199.348437
L2,MG1,6203.469029
L1,MG2,6209.893384
I6,N1,6215.340448
A1,H3,6216.315231
J9,U4,6220.465426
L5,V6,6220.684892
P2,Y7,6222.086771
G1,MG4,6224.309165
R3,V2,6226.886013
K2,V1,6228.543571
A4,PBR1,6240.394122
L3,P5,6241.492922
L3A,P5,6241.492922
PSG14,R3,6241.513646
L3,T10,6241.985595
L3A,T10,6241.985595
J9,P2,6246.516736
K3,V1,6246.69969
R3,T7,6251.076572
I4,K4,6253.49135
