quad1,quad2,dist
AR3,T2,6254.163214
I3,PBR1,6255.684521
A5,B3,6256.871883
L4,T9,6260.221765
I1,U3,6262.562271
L3,P2,6263.128709
L3A,P2,6263.128709
AR2,T5,6264.931939
G2,R3,6266.482271
G1,MG7,6270.133286
T11,T3,6273.322136
P3,V6,6278.212568
P4,V2,6279.198035
A4,B4,6283.925827
MG5,T4,6286.179341
A3,B5,6288.390088
AR1,T2,6292.117863
J22,T10,6296.806428
I6,N4,6301.215837
AR3,T3,6303.730194
M5,U5,6304.211538
AR2,T11,6304.613404
PSG13,V1,6310.650388
I7,N1,6310.690991
AR2,T2,6313.028833
P2,Y3,6316.153765
B5,I5,6318.699386
G5,I4,6319.875365
J22,U4,6320.845095
L4,U1,6321.311966
AR1,T5,6321.632419
L1,MG6,6324.345202
J22,P2,6328.671254
PBR1,T11,6338.01602
L3,V3,6339.532572
L3A,V3,6339.532572
L4,V5,6340.26873
B3,I7,6341.687623
K1,N3A,6341.998143
N6,P1,6345.40381
K1,PBR1,6347.055465
M6,U5,6348.44547
N4,P4,6348.781725
G5,J22,6348.968071
K4,V1,6349.065807
P5,Y7,6354.813487
N5,P3,6354.987052
I7,K4,6361.476396
K1,N3,6361.483776
I6,K4,6366.839959
I3,PBR2,6370.145149
MG4,T3,6375.426649
H2,N3A,6376.117693
PSG1,R3,6378.170168
P5,V6,6379.142109
AR2,T3,6381.334279
AR1,T3,6386.37589
PSG2,R3,6386.60291
K1,V1,6389.592001
I7,N4,6397.009666
J12,L5,6400.883235
J9,T10,6401.09546
N1,P4,6401.350604
J8,P5,6405.506659
G4,Y3,6413.035483
G4,Y7,6414.411735
J12,T8,6416.761225
L2,V2,6416.885168
I1,MG2,6420.616622
PBR2,T11,6425.859108
AR4,H2,6426.07533
B3,I6,6430.431275
H2,N3,6433.103262
G5,J9,6433.878203
L3,V4,6434.854453
L3A,V4,6434.854453
J1,L5,6435.724318
PSG3,R3,6435.842507
J1,T8,6435.916049
G3,R2,6441.23195
N6,Y7,6441.756825
N1,R1,6447.586647
PSG4,R3,6450.983013
P5,Y3,6461.72841
R1,T10,6462.498041
B4,U1,6467.702173
PSG5,R3,6469.669312
G3,J8,6471.021405
AR1,T11,6479.236804
G2,U1,6480.729494
K1,PBR2,6483.694446
AR3,PBR2,6485.043602
R1,V2,6486.399282
PSG6,R3,6487.372648
G5,R1,6487.844004
J22,V2,6497.547512
J9,V2,6497.75142
N4,R1,6500.263675
J9,N1,6503.649254
T10,T6,6513.107976
I4,P5,6516.518224
I1,V1,6516.701478
H2,I4,6518.402889
G6,R2,6520.457065
H1,I3,6521.956934
AR3,PBR1,6525.318791
K4,R2,6528.104084
I5,T10,6530.162242
G6,J8,6530.339285
PSG7,R3,6536.546532
I2,V1,6536.841861
T10,Y3,6542.193858
I1,MG6,6542.718686
PSG8,R3,6543.461878
I4,PBR1,6544.871364
B5,U4,6549.751707
AR5,H2,6550.200569
J9,N4,6556.712549
R1,U5,6557.113337
AR6,H2,6560.374653
R2,T8,6561.992391
AR2,PBR2,6566.034389
I5,K4,6571.533748
I2,U5,6574.203536
B4,U3,6575.286459
L1,U2,6575.976819
MG1,T5,6577.136457
T10,Y7,6579.650377
L2,U2,6580.729043
N6,Y3,6582.742741
N5,P2,6585.760024
PSG10,R3,6587.289763
G5,L3,6588.258508
G5,L3A,6588.258508
PSG13,R3,6588.278746
PSG11,R3,6595.252539
PSG9,R3,6601.080987
L3,U2,6605.001029
L3A,U2,6605.001029
J9,U5,6607.431684
AR2,PBR1,6609.033747
K2,R4,6609.823889
N4,P3,6612.090815
G2,N3A,6612.26636
K3,R3,6614.441185
J22,N1,6617.584339
A5,PBR2,6621.153447
J12,T9,6623.41384
I3,V1,6628.495719
P4,V1,6631.155669
G4,J12,6632.879299
MG6,T4,6635.703337
PSG12,R3,6638.912537
J1,T9,6640.629201
G4,L4,6641.918127
AR6,G5,6645.556826
G2,N3,6646.482415
G4,J1,6647.909299
AR5,G5,6648.461746
I4,PBR2,6650.544012
L5,T8,6652.964583
N1,P3,6655.911952
AR3,T4,6663.427659
L1,PBR1,6664.97692
G3,L5,6666.772933
J22,N4,6671.096908
B5,J8,6675.494968
J12,Y7,6687.997806
T7,U1,6689.357094
R2,V3,6692.371355
MG3,T3,6694.83973
I2,N1,6704.928965
P3,R1,6706.348993
AR3,G5,6712.772721
J22,U5,6714.049809
N3A,T7,6714.098778
J8,K2,6720.45019
L5,U1,6722.145676
J1,Y7,6722.73376
G2,R4,6723.747955
I2,MG1,6725.944887
T1,T11,6728.350042
MG2,T4,6729.825667
A5,PBR1,6733.182191
R4,T7,6741.341045
AR1,PBR2,6741.528178
P4,V3,6743.62415
I4,T10,6743.85758
MG1,Y3,6744.171778
N3,T7,6745.740029
G6,L5,6748.014264
L1,MG3,6748.30561
L4,P4,6749.398382
I1,N5,6749.719603
B3,J1,6752.186028
G1,N6,6754.121329
AR2,T4,6756.259719
J9,P3,6762.186583
J8,T8,6764.673091
L2,P1,6765.573457
I2,N4,6774.135656
B3,J12,6775.330386
P4,V4,6782.668761
AR1,T4,6783.494243
R2,V4,6783.546584
AR1,PBR1,6786.404998
PBR1,U1,6789.873477
I1,U4,6790.213541
H3,N5,6793.834966
L1,PBR2,6797.419259
B4,U2,6797.766089
R4,V2,6799.442606
L4,N5,6807.167357
J12,Y3,6811.002734
K1,U1,6819.307946
M5,N5,6821.658027
I4,V1,6822.259022
L4,U2,6824.793262
MG1,Y7,6825.78151
P4,V5,6834.370371
L3,N5,6834.888021
L3A,N5,6834.888021
PBR2,U1,6844.672234
J1,Y3,6845.690992
J22,P3,6853.024426
AR2,G5,6854.551404
B4,I5,6863.522056
J12,K2,6864.075763
M6,N5,6865.849431
H2,I3,6871.624407
MG7,T3,6876.71317
V6,Y3,6882.474583
L3,MG1,6886.534574
L3A,MG1,6886.534574
L2,MG2,6887.491696
H3,N1,6888.115153
B2,I7,6892.759494
J1,K2,6892.88915
L3,P3,6894.964568
L3A,P3,6894.964568
H3,N6,6895.47459
I4,P1,6896.006288
L5,N5,6897.516571
I4,P2,6898.061642
V6,Y7,6903.287022
AR4,G5,6907.566151
I1,MG3,6909.443257
U3,Y1,6910.719035
U3,Y2,6913.633475
K2,PBR1,6917.029528
PSG14,R4,6922.390867
G1,U2,6923.972851
N4,P2,6934.572127
T11,T2,6934.87613
I3,P5,6936.969733
P3,Y7,6947.043541
P4,V6,6949.391683
G3,U1,6951.168823
R3,V3,6955.728149
MG5,T3,6962.089105
H1,I2,6967.131534
N1,P2,6968.307527
H3,N4,6973.830126
N6,Y2,6976.665168
N6,Y1,6978.799605
A1,H2,6981.838677
M5,U4,6983.433875
R2,T9,6986.400276
B2,I6,6987.600096
J8,P2,6990.503466
L2,MG6,6996.283046
G6,U1,6999.782944
A5,B4,7001.416323
L2,P5,7007.415395
H3,I4,7008.810018
L1,U3,7009.548196
L4,V6,7012.203249
G3,R3,7014.11472
M6,U4,7027.408677
R3,V4,7043.610381
J8,T9,7044.073506
L2,U3,7044.250038
N5,P1,7045.562899
L4,T10,7045.608547
P3,Y3,7048.13647
A4,B5,7048.634645
L2,N5,7051.709652
PSG1,R4,7052.166812
K2,PBR2,7054.078391
K2,N3A,7054.388247
AR1,G5,7055.520523
L1,T11,7056.321279
PSG2,R4,7061.472346
U2,Y1,7064.70959
H3,N3A,7065.592792
L2,P2,7065.838083
MG4,T1,7066.001541
U2,Y2,7066.657115
K1,N6,7067.342414
I1,T11,7067.822196
K2,N3,7070.216559
P5,U5,7072.640447
L2,V3,7075.575146
J8,P3,7080.03652
J8,PBR1,7083.265915
G5,T6,7089.335748
AR6,G4,7089.43606
L3,U3,7089.992481
L3A,U3,7089.992481
AR5,G4,7091.286952
G6,R3,7091.807502
AR4,H1,7097.571721
PSG3,R4,7112.871348
MG2,PBR1,7115.67875
L3,V5,7117.636495
L3A,V5,7117.636495
L5,T9,7120.174945
MG3,PBR1,7122.419255
H3,N3,7123.788656
PSG4,R4,7127.347898
G4,J8,7133.82389
L1,MG5,7140.651759
MG4,T2,7146.208336
A2,H3,7147.695006
PSG5,R4,7147.827525
L5,U2,7155.563244
P4,R1,7158.096584
J8,PBR2,7159.402575
R3,T8,7160.084538
PSG6,R4,7165.235806
L2,V4,7170.424001
I3,P1,7174.409385
U1,Y7,7175.413157
J8,P4,7177.089005
T10,T5,7178.085832
I2,MG2,7179.794874
G5,Y3,7183.454903
B4,G5,7186.994833
G5,Y7,7188.864333
G5,J12,7195.256566
B3,U1,7195.398687
R1,V3,7195.910202
J22,V3,7201.947515
J8,P1,7204.574925
J9,V3,7205.546489
J8,PSG14,7206.609132
G5,J1,7207.656254
AR5,H1,7207.868092
B3,G5,7216.272915
J9,P4,7216.528149
PSG7,R4,7217.240237
AR6,H1,7217.797735
MG6,T3,7218.476429
MG3,PBR2,7222.558351
MG2,PBR2,7223.614531
PSG8,R4,7224.958841
MG6,PBR1,7228.042171
I4,P3,7229.800999
B2A,I7,7240.98561
G2,U2,7241.767852
I3,P2,7248.621785
B5,U5,7251.199139
L1,V2,7252.489048
L1,MG7,7253.594701
B5,G4,7255.616111
G3,N3A,7256.78052
G2,N6,7257.731294
B5,G5,7258.102763
H2,I2,7258.550891
PSG13,R4,7260.897734
K4,R3,7262.252218
B4,G4,7269.288242
PSG10,R4,7270.986055
AR3,MG3,7272.989568
G4,R2,7273.692167
PSG11,R4,7280.062403
J8,PSG1,7280.636454
G1,U3,7282.156552
PSG9,R4,7283.881727
B5,I4,7284.348374
MG3,T1,7285.318251
L1,N5,7286.301735
T8,U1,7287.804128
R1,V4,7291.069532
K3,R4,7292.839886
G3,N3,7294.01708
J8,PSG2,7294.891384
J22,MG1,7294.947674
H3,I3,7296.535777
J22,V4,7297.266453
J9,V4,7300.768271
I2,MG6,7302.979257
MG2,T3,7304.686591
U1,Y3,7305.209755
B2,G5,7307.513798
B5,G6,7312.398201
J22,P4,7313.661149
B4,U4,7315.738332
G6,N3A,7323.274216
L4,U3,7323.47969
PSG12,R4,7324.07518
B5,G3,7327.642963
B3,U3,7330.626491
P5,U2,7330.627577
B2A,I6,7332.491059
AR4,G4,7332.757694
MG6,PBR2,7335.193843
I1,U5,7336.998055
R2,V5,7348.670731
B4,J8,7351.174511
H1,R4,7355.600885
I5,P5,7355.914608
AR2,B1,7356.267141
J8,PSG3,7356.426617
L1,MG4,7357.653325
AR3,B1,7360.352289
G6,N3,7360.819541
P5,U4,7361.547924
J8,PSG4,7365.405937
PBR1,PSG1,7369.823011
P4,U5,7371.252026
N6,T7,7377.69709
G1,V1,7377.829106
B3,G4,7380.854115
PBR1,PSG13,7381.199596
PBR1,PSG2,7386.611987
L3,U4,7392.592406
L3A,U4,7392.592406
J8,PSG5,7396.147842
P5,U1,7399.192775
B5,I3,7401.625494
B1,I7,7401.654173
B4,G6,7406.072829
J12,PSG14,7406.386118
J8,PSG6,7410.264716
I2,P5,7410.749088
J9,MG1,7412.404266
MG3,T2,7424.095637
PBR1,PSG4,7424.134731
PBR1,U2,7424.542783
B4,G3,7429.562944
AR2,MG3,7432.262867
L2,U4,7432.92508
PBR1,PSG3,7433.465972
G5,L4,7434.9057
J1,PSG14,7435.918649
L3,P4,7442.034565
L3A,P4,7442.034565
T7,U2,7447.206478
L2,MG3,7449.651071
G3,R4,7449.750329
J12,PSG1,7450.998571
N4,P1,7451.86134
B3,I5,7452.66904
PBR1,U3,7453.569438
AR1,B1,7453.917143
I3,MG1,7456.986362
PBR1,PSG6,7457.733276
B2,J1,7458.381039
PBR1,PSG5,7459.897136
J8,PSG13,7464.252897
L2,PBR1,7465.074299
B5,G2,7466.631238
J12,PSG2,7466.89461
PBR1,PSG14,7470.487399
I1,MG5,7470.773117
PBR2,U2,7471.659595
N3A,PSG14,7473.206457
MG1,R1,7477.146995
J8,PSG7,7477.200727
N1,P1,7478.885533
J1,PSG1,7480.078476
B2,J12,7480.396731
I1,N1,7481.952684
L1,U4,7482.251029
N3,PSG14,7485.477015
J8,PSG8,7489.742976
K3,PBR1,7491.815352
PBR2,U3,7491.860117
J1,PSG2,7495.996012
H1,I1,7498.375725
B1,I6,7499.372277
AR3,G4,7500.069434
T9,U1,7501.349706
J22,PBR1,7504.849511
G4,L5,7505.246862
I7,MG1,7505.36393
PBR2,PSG1,7506.593319
N3,V1,7507.449817
N3A,T8,7508.940631
G4,U1,7514.648537
PBR2,PSG13,7517.664225
PBR1,PSG7,7519.039261
R4,V3,7520.962725
PBR2,PSG2,7523.374777
I2,P1,7524.191211
G6,R4,7524.952989
PSG14,V2,7527.20384
I4,P4,7529.530734
J12,PSG3,7530.304204
J8,K3,7531.818159
B1,G5,7532.437272
PBR1,PSG8,7535.343426
J12,PSG4,7536.308842
L4,N1,7537.987383
L4,U4,7538.36579
J9,PBR1,7539.02981
K1,U2,7541.128868
N3A,V1,7542.610811
AR6,T9,7543.260896
N3,T8,7544.084472
B3,U2,7544.457306
AR5,T9,7544.945452
J8,PSG10,7547.251301
B2,G4,7551.047196
I1,N4,7551.504014
MG1,PBR1,7552.260679
AR6,G6,7552.995265
J8,PSG9,7553.108802
AR5,G6,7553.921848
I6,MG1,7556.691516
AR3,T10,7556.924441
J1,PSG3,7559.420027
L4,MG1,7560.538893
PBR2,PSG4,7560.821374
R3,V5,7562.077065
G2,U3,7563.262753
J8,PSG11,7563.265676
J1,PSG4,7565.377827
B5,I2,7568.059875
P4,Y7,7569.503518
PBR1,R1,7569.599314
PBR2,PSG3,7570.174691
J12,PSG5,7570.431032
R3,T9,7570.970186
PBR1,PSG9,7571.498987
N3A,PSG1,7573.230908
L4,N4,7575.486596
B5,T9,7577.959503
L3,N1,7580.431874
L3A,N1,7580.431874
J12,PSG6,7582.373736
I1,MG7,7583.48062
N3A,PSG2,7585.546959
PBR1,PSG10,7585.582655
P3,U5,7586.529234
N3,PSG1,7586.693445
AR5,I7,7591.048448
B3,G6,7592.83734
PBR2,PSG6,7594.376162
AR6,I7,7595.359312
L2,PBR2,7595.591947
PBR2,PSG5,7596.565452
I1,MG4,7598.164056
N3,PSG2,7598.907388
J1,PSG5,7599.544183
MG2,Y3,7602.919365
L5,N1,7603.008094
AR1,MG3,7603.406822
MG1,T4,7604.534949
R4,V4,7605.91284
J8,PSG12,7606.488321
PBR2,PSG14,7607.408663
L1,P1,7607.948191
PBR1,PSG11,7608.427416
AR6,G3,7608.726503
AR5,G3,7609.565254
J1,PSG6,7611.451009
J12,PSG13,7614.455147
H3,I2,7621.267353
L3,MG2,7621.607786
L3A,MG2,7621.607786
MG7,T1,7623.568991
B3,G3,7623.891812
PBR1,PSG12,7624.554714
B4,T9,7624.944614
K2,U1,7626.504396
J22,PBR2,7627.122155
L3,N4,7627.389285
L3A,N4,7627.389285
R4,T8,7627.485004
K3,PBR2,7628.266098
L5,N4,7630.404667
AR2,G4,7640.580412
J1,PSG13,7643.185552
N3A,PSG3,7643.661691
B4,G2,7645.241261
I3,P3,7649.302217
J12,PSG7,7653.262735
N3A,PSG4,7655.224697
PBR2,PSG7,7655.624121
N3,PSG3,7656.818051
I2,MG3,7657.676268
J9,PBR2,7660.345244
I2,P2,7660.758821
L5,U3,7660.807353
AR3,B2,7662.493914
J12,PSG8,7667.493855
MG7,T2,7668.066027
N3,PSG4,7668.498704
I7,MG2,7668.612386
AR2,B2,7669.046426
MG1,PBR2,7670.232621
PBR2,PSG8,7671.921951
L2,P3,7673.77855
MG2,Y7,7674.177295
P4,Y3,7676.029484
J12,P5,7677.089096
B2A,J1,7679.793129
PSG11,V2,7680.092001
N3A,PSG5,7681.950795
J1,PSG7,7682.385045
A1,H1,7683.286174
PBR2,R1,7690.432079
PSG10,V2,7691.987861
N3,Y2,7692.437002
AR4,I7,7692.551215
MG6,Y3,7692.898413
N3,PSG5,7695.012781
N3,Y1,7695.05001
J12,K3,7695.685225
J1,PSG8,7696.638875
PSG3,V2,7697.490452
N3A,PSG6,7697.761556
PSG8,V2,7697.985358
PSG2,V2,7698.300584
PSG12,V2,7701.40482
MG5,T1,7701.422561
AR5,I6,7701.752508
PSG5,V2,7701.787153
J1,P5,7701.961278
B2A,J12,7703.259716
G4,T6,7703.766786
PSG1,V2,7705.408165
PSG7,V2,7705.57999
AR6,I6,7706.124383
PBR2,PSG9,7707.99611
N3A,Y2,7708.016894
AR2,T10,7710.50091
N3A,Y1,7710.523172
N3,PSG6,7710.895416
PSG9,V2,7713.786254
G3,U2,7714.770551
PSG4,V2,7716.069148
PSG6,V2,7716.746827
U2,Y7,7721.553924
PBR2,PSG10,7722.106375
B5,T8,7722.593383
M5,U3,7724.172814
J1,K3,7724.610882
L3,MG6,7726.176718
L3A,MG6,7726.176718
J12,PSG10,7727.816439
J12,PSG9,7730.144687
L2,MG5,7730.588641
H2,I1,7734.029324
I6,MG2,7734.209581
PBR2,PSG11,7744.945074
J12,PSG11,7746.359542
P5,U3,7747.690323
G5,T5,7748.113635
L3,U5,7749.16898
L3A,U5,7749.16898
MG5,T2,7751.059251
AR3,MG4,7752.428994
I5,V1,7754.762461
J1,PSG10,7756.991531
N3A,PSG7,7759.208998
J1,PSG9,7759.265511
PBR2,PSG12,7761.004983
A5,B5,7762.279825
G6,U2,7763.322899
B3,T9,7765.012348
MG6,Y7,7765.649074
M6,U3,7767.813277
P4,U4,7767.947378
AR3,MG2,7769.070514
N3A,PSG8,7769.822983
N3A,PSG13,7771.04483
H1,R3,7771.335754
N3,PSG7,7772.037335
I2,T11,7773.87763
B2A,G5,7775.083467
J1,PSG11,7775.569164
AR1,B2,7777.969365
AR4,G6,7778.317125
G5,J8,7779.04658
K2,V2,7779.753382
B5,G1,7780.494223
I5,P2,7782.126459
N3,PSG8,7782.551042
T7,U3,7783.041761
AR4,T9,7783.310694
L1,P5,7784.475766
N3,PSG13,7785.066917
K3,V2,7786.732742
AR3,MG6,7787.2054
J12,PSG12,7787.350131
L5,U4,7789.665734
K2,N6,7791.045729
I7,MG6,7798.792128
L3,V6,7801.011426
L3A,V6,7801.011426
AR4,I6,7801.441405
L2,N1,7801.584868
A1,G5,7802.786279
N5,Y7,7806.53602
U1,Y1,7808.486358
U1,Y2,7810.104214
I7,T11,7810.37027
B4,T8,7813.66088
B5,T7,7815.588429
I5,P1,7816.081757
J1,PSG12,7816.517338
L4,U5,7817.800046
T6,T9,7822.483235
N3A,PSG10,7823.187223
K3,N3A,7824.001202
B5,I1,7827.660303
L2,T11,7828.427874
B1,G4,7828.651602
N3A,PSG9,7832.257739
AR4,G3,7832.25785
MG6,T1,7832.869453
B2,G6,7833.480599
B4,I4,7833.534088
G4,R3,7834.64488
N3,PSG10,7835.68053
N3A,T9,7836.272226
N3A,PSG11,7836.386051
K3,N3,7837.2821
AR1,G4,7841.654666
L2,MG7,7842.709925
P2,U5,7844.779474
N3,PSG9,7844.901274
N3,PSG11,7848.734443
H1,R1,7849.228482
PSG13,V2,7852.939189
U2,Y3,7855.132124
L2,N4,7856.868995
K4,V2,7858.487666
L2,U5,7861.861473
I6,MG6,7864.299689
B5,N6,7864.79645
T7,V1,7865.141148
L2,V5,7865.473618
H1,J9,7868.722406
B2,G3,7871.48582
L5,T10,7871.672407
N3,T9,7873.557057
G3,N6,7876.593178
N3A,PSG12,7880.654526
P4,U2,7881.430832
L1,P2,7882.392524
B5,N3A,7886.700216
G1,U4,7892.689473
N3,PSG12,7893.026135
B4,I3,7894.785854
I6,T11,7895.279133
L1,V3,7898.27004
I3,MG2,7899.452474
AR6,T8,7899.828591
AR5,T8,7901.070895
AR3,T9,7902.743495
AR1,T10,7906.015981
A2,H2,7907.782213
MG2,T1,7907.979934
B3,G2,7909.256671
AR2,MG4,7910.074193
J22,MG2,7913.722237
A3,H3,7919.090473
P3,U4,7919.513445
H1,J22,7927.283418
I2,V2,7927.415831
B2,U1,7928.112698
AR2,MG2,7928.549472
R2,V6,7930.194275
K1,V2,7930.601418
R1,V5,7937.977652
G6,N6,7940.25898
P3,U2,7941.073972
I3,V2,7942.613746
I1,P1,7943.474968
K1,U3,7943.660498
AR2,MG6,7946.662243
B5,N3,7947.234421
N5,Y3,7948.066524
I1,P5,7949.114533
J9,V5,7950.378852
J22,V5,7951.844304
H2,R4,7952.840867
B2,T9,7959.155529
MG6,T2,7959.229914
K4,R4,7961.907971
M5,U2,7962.570527
I1,V2,7973.304935
L1,U5,7980.285829
H1,R2,7980.303973
G4,N3A,7981.955966
AR2,B2A,7982.304675
AR3,B2A,7982.808139
L5,U5,7990.556699
L1,V4,7992.620682
B3,T8,7994.075837
B4,T7,7996.484861
G2,H1,7999.099093
I3,P4,8002.536041
G3,U3,8003.154252
B4,I2,8003.679825
M6,U2,8006.600361
L2,MG4,8007.175647
A2,G5,8010.54865
B5,N5,8011.278567
B2A,G4,8012.395662
I7,MG3,8014.370748
R4,T9,8018.174302
G1,H1,8019.013892
MG4,PBR1,8019.700977
B4,U5,8020.794715
P2,U2,8021.078753
G4,N3,8021.865264
I3,MG6,8023.359827
B4,G1,8025.221485
J9,MG2,8027.535637
J22,MG6,8028.030119
G1,N5,8030.913993
L1,N1,8031.188785
H3,I1,8035.333803
B1,J1,8035.828165
G2,H2,8037.641674
MG2,T2,8040.677408
PSG14,V3,8041.855125
P2,U1,8041.890933
P3,U1,8043.158892
B3,J8,8043.256535
AR2,T9,8045.466084
I4,V2,8046.958442
G6,U3,8048.167301
T8,U2,8051.168425
P4,U1,8053.784391
G5,R2,8056.193122
B1,J12,8057.452174
B2,I5,8063.172356
I5,P3,8066.190146
AR1,MG4,8069.889481
B3,U4,8075.37859
G5,U1,8076.632544
AR1,B2A,8083.548031
R4,V5,8086.400428
I6,MG3,8086.443442
B2,U3,8088.446695
R2,T10,8089.44518
MG2,R1,8091.708863
K4,PBR1,8093.109118
L1,N4,8094.276251
R3,V6,8102.01564
P2,U4,8103.353662
AR1,MG2,8104.666247
B2A,U1,8109.068409
G2,V1,8110.634315
I2,P3,8117.9562
MG4,PBR2,8118.482868
J12,T10,8120.109903
AR1,MG6,8121.192947
AR6,G2,8124.113502
AR5,G2,8124.12952
G1,H2,8127.924867
PSG14,V4,8128.188247
G2,H3,8128.267778
G3,H2,8129.546983
AR4,T8,8131.267888
G6,H2,8138.2437
J1,T10,8138.297655
I1,P2,8139.164317
J9,MG6,8142.142637
G3,H3,8143.350524
P4,Y2,8143.934121
G6,H3,8143.956327
N6,T8,8145.720878
PSG14,U1,8151.530335
P4,Y1,8155.441963
B1,G6,8156.281417
G3,H1,8160.993952
T6,T8,8162.848685
N6,V1,8164.232994
PSG11,V3,8172.091996
G6,H1,8177.011264
PSG10,V3,8185.316505
PSG12,V3,8190.689664
MG5,Y3,8192.490438
M5,N6,8192.708922
PSG8,V3,8195.454047
L2,P4,8197.260346
L3,MG3,8197.627105
L3A,MG3,8197.627105
B1,G3,8198.627413
B4,I1,8201.300511
PSG7,V3,8204.045488
PSG3,V3,8204.186971
PSG5,V3,8205.816341
MG6,R1,8206.380489
PSG1,U1,8206.531375
PSG9,V3,8207.060093
I4,MG1,8207.254847
B2A,U3,8207.961
AR3,B3,8208.14661
PSG2,V3,8209.208261
MG3,Y3,8211.827839
I5,MG1,8212.412887
L3,PBR1,8212.787752
L3A,PBR1,8212.787752
U3,Y7,8213.189302
PSG1,V3,8217.383094
N6,PSG14,8218.527321
B5,N1,8218.76984
PSG6,V3,8220.029701
B2,G2,8220.623017
G2,U4,8221.058084
PSG2,U1,8221.918831
MG1,T3,8221.972938
PSG4,V3,8222.425379
B2,T8,8225.142191
AR2,B3,8225.382784
K4,PBR2,8228.4101
J8,V1,8228.77641
J8,Y2,8228.853953
J8,Y1,8229.365931
G4,H3,8231.59755
M6,N6,8236.768058
I2,MG5,8244.530984
AR1,T9,8246.325442
H2,R1,8246.873574
G4,R4,8249.824066
B1,T9,8250.663122
A1,G4,8253.486356
P4,U3,8254.237418
AR3,G6,8254.807066
PSG11,V4,8256.653945
B3,T7,8259.654477
J12,P2,8260.574266
H2,J9,8261.508974
N3A,PBR1,8261.86826
T9,U2,8264.645906
T10,T4,8265.357754
PSG10,V4,8269.980454
PBR1,U4,8271.289771
PSG12,V4,8275.033318
G4,U2,8275.310143
L5,MG1,8275.31718
A3,G5,8277.378626
AR6,T10,8278.492589
PSG8,V4,8280.440442
MG3,Y7,8280.652146
MG5,Y7,8281.632338
AR5,T10,8282.002942
K3,V3,8282.711472
PSG3,U1,8284.893443
B2A,G6,8285.248347
J1,P2,8287.16991
PSG7,V4,8289.107988
PSG3,V4,8289.885899
PSG5,V4,8291.309823
PSG9,V4,8291.715456
PSG4,U1,8291.935609
G1,H3,8292.97192
B2,U2,8294.077273
PSG2,V4,8295.22797
G5,L5,8297.48648
MG7,Y3,8298.932024
K4,V3,8299.113491
G4,H2,8300.186816
PSG1,V4,8303.482454
PSG6,V4,8305.462954
J8,K4,8306.008937
H1,T7,8306.862582
PSG4,V4,8308.094866
B5,N4,8309.268529
PBR2,U4,8310.062974
H2,J22,8311.707977
P1,U5,8313.552948
N6,PSG1,8315.861403
P1,U1,8317.760956
N3,PBR1,8318.198931
I5,P4,8318.74886
B2A,G3,8322.096005
PSG5,U1,8325.010464
N6,PSG2,8328.414403
K2,V3,8328.746388
H2,R3,8329.463744
AR4,G2,8330.247887
G6,T6,8335.778557
AR3,G3,8336.009143
PSG6,U1,8337.736105
L3,PBR2,8341.111263
L3A,PBR2,8341.111263
K2,U2,8341.877165
L4,MG2,8342.551478
N3A,PBR2,8343.405183
P3,U3,8343.688506
AR1,B3,8345.097629
U3,Y3,8346.011011
B3,G1,8346.872711
J12,P3,8349.95788
T8,U3,8350.636349
PSG13,V3,8354.679165
I2,MG7,8357.14152
H2,T7,8359.45086
P1,U2,8360.331104
I2,MG4,8360.40946
K3,V4,8367.564643
G4,T5,8367.781564
N3,V2,8368.377473
I3,MG3,8369.21088
G5,H3,8373.027024
AR3,T8,8373.393767
J1,P3,8374.086033
B2A,I5,8374.794266
PSG13,U1,8377.304459
K4,V4,8379.419853
N6,PSG3,8386.988977
MG7,Y7,8388.571935
AR2,G6,8394.086488
N6,PSG4,8398.277298
H1,L1,8398.308899
L3,MG5,8399.871792
L3A,MG5,8399.871792
N3,PBR2,8400.032859
G3,T6,8401.956895
G4,H1,8405.000474
PSG7,U1,8407.494072
K1,N5,8410.40748
N3A,V2,8411.08786
K2,V4,8417.526602
B2A,T9,8417.85193
PSG8,U1,8421.188716
B3,I4,8421.913279
T7,U4,8423.317319
N6,PSG5,8425.48567
J12,P4,8434.263823
B3,I3,8435.853641
B2A,U2,8438.505253
PSG13,V4,8439.9683
N6,PSG6,8441.128305
L4,MG6,8442.554025
AR6,T7,8446.846986
AR5,T7,8447.050294
J22,MG3,8450.84204
MG5,PBR1,8452.235136
P2,U3,8453.376307
I3,T11,8453.777664
K3,U1,8454.206078
N6,T9,8454.668128
J1,P4,8456.059922
R4,Y2,8457.825641
H3,T7,8462.250795
J12,P1,8462.697324
R4,Y1,8462.791545
L1,P3,8462.866925
U4,Y7,8474.862174
AR2,G3,8475.210186
K1,U4,8480.618115
PSG10,U1,8480.727733
J8,T10,8483.071014
PSG9,U1,8484.279998
H3,T9,8487.317275
G2,N5,8487.724655
J12,K4,8488.056058
T5,T9,8488.737202
J1,P1,8491.144151
H2,R2,8493.643681
B3,I2,8494.951925
PSG11,U1,8498.45263
G1,U5,8499.792675
N6,PSG7,8503.255114
AR3,MG7,8509.56836
L3,MG7,8510.873032
L3A,MG7,8510.873032
N6,PSG13,8512.272665
B1,U1,8513.181261
AR3,MG5,8513.948528
N6,PSG8,8514.090267
I2,P4,8514.685523
G5,H2,8516.031623
AR2,T8,8516.153612
J1,K4,8517.108002
H2,T9,8517.168782
P1,U4,8518.564172
K1,V3,8524.898959
I5,MG2,8529.00498
