"quadrat","1995","2001","2006","2011","2016"
"A1",0.0001064598651476,0.0017508227498774,0.0618681951204896,0.0193488899823042,0.0260477462823263
"A3",0,0,0.00425898500919469,0.0359199950076911,0.00144027499872111
"A4",0.00028555002545051,0,0.0127931549379465,0.0317532349979033,1e-04
"A5",0.00041439940466833,0,0.0080723350335946,0.0471240599934147,0.0222552200098323
"AR1",0,0,0.00114328001216732,0.00771170999560595,0
"AR2",0,0,1e-04,0.0132011749649949,0
"AR3",0,0,1e-04,0.0117027049465255,0
"AR4",0,0,0.001525,0.00387486502304323,0.000284940002504214
"AR5",0,0,0.00838791499239675,0.00808940994373165,0.00181898498318285
"B1",0.0564158233877504,0.0650807551546124,0.0378024449927177,0.105009455093559,0.046815594999124
"B2",0.024596124172592,0.00625035510145094,0.00205286499711148,0.0397230699784778,0.0359219099775759
"B2A",0.0248840769706471,0.0243130537804767,0.0270881100563215,0.0739018900320424,0.0135373750063385
"B3",0.1045314127013,0.0330265004629799,0.0223462450242593,0.0199297700260296,0.0101461449808269
"B4",0,0.0068424157461013,0.00228574000914603,0.0170127649834534,0.00276677501732707
"B5",0,0,0.00560615504232541,0.0145844800351267,0.00710572499559037
"G1",0.00307238105004458,0.00974086420648574,0.0116502999655463,2.5e-05,0.00197289497646458
"G2",0.0166074375066603,1e-04,0.00258898497586265,0.00350432999110975,2.5e-05
"G3",1e-04,0,0.00898071995565363,0,0
"G4",0.00721375705971798,0.00442514629676415,0.00570998994687408,0,0.0021259249922473
"G5",0.00045,0,0.00123432502424456,0.00437975998196542,0
"G6",0.00446558737421638,2.5e-05,0.018895410019925,0,0
"H1",0.0124976876381922,0.00522451324717597,0.0184251100163901,0.0212743350119916,0.000387864998527095
"H2",0.184977719275452,0,0.00223114502000764,0.00577372000905193,7.68900031714141e-05
"H3",0.0306631730099969,0.0117529749370636,0.00601602001677222,0.00772944493376866,0.00718390992786564
"I1",0.00356040089341125,0.002512620070549,0.00288030500763439,0.00405039004552052,0.00118311499031097
"I2",0.0178254786211446,0.0213745917588088,0.0240314850365477,0.000469255006992146,0
"I3",0.0919498579779304,0.132664438701853,0.216674844933053,0.152387104906161,0.0804012549517778
"I4",0.0478034123289282,0.010765431346593,0.0436122599865196,0.00149281499502756,0.00113413999614179
"I5",0.00199980985312289,0,0.00306842000633657,0,0
"I6",0.000555323654563028,0.00319384508176958,0.00482341500347577,0.0231770549021212,0.000560225000790878
"I7",0.00876114992706619,0.00216030921243643,0.00127578998511568,0.0115651500410553,5e-05
"J1",0.00201045113283599,0,0.00209436503050685,0,0
"J22",0.0279478723200199,0.0157451129789254,0.0146075899713261,0.00657845000425093,0.00874870999180987
"J8",0.00772289893478187,0.00461495276163039,0.00309616998320997,0,0
"J9",0.00635920922551468,0,0.00112968497546814,0.00302642002865665,0.000109329996706992
"K1",0.110263523375286,0.013071196440708,0.0257540250703771,0,0.00706472000158459
"K2",0.0138586409296763,0.0462921074425928,0.00832974500446125,0,0
"K3",0.00728797560492623,0.00300227100449571,0.0101736750567023,0,0.00471817503678501
"K4",0,0,0,0,0
"L1",0.00413745084961956,0.00130771062482385,0.0024187249980826,0.00198993998346798,0.00246680999066547
"L2",8e-04,0,0,0,0
"L3",0.051478958626321,0.0751643887419026,0.0624603498378504,0.0287367300266907,0.0610190199511196
"L4",0.13505909564905,0.120549279998943,0.11178688002036,0.0230166649297839,0.00786834999535196
"L5",0,0,0,0,0
"M6",0,0,0,0,0
"N1",0.0967756467197,0.0234397384739999,0.0241298501489718,0.0259744249352243,0.0155935350110215
"N3",0.0257153963137498,0.0279835946657677,0.00968949505776272,0.0182796150130985,0
"N3A",0.0198787983287348,0.0469097900804918,0.00332029000561782,0.00246961500083305,0.000175025006061793
"N4",0.0492464502639173,0.0377900842415617,0.0064467500573285,0.00342512000941776,2.5e-05
"N5",0.0257700812963768,0.00158688158386768,0.0370137700088634,0,0.00997760501410671
"N6",0.025015572942427,0.0102959701929596,0.0131422200430564,0.00822163995227651,0
"P1",0.353943247573002,0.351808332981375,0.238039570044981,0.0443619100414461,0.0494234099418857
"P2",0.254195261805857,0.139161238689366,0.0371679248918358,0.104712614911692,0.149101949819497
"P3",0.223594311015186,0.139736702535674,0.115630664876399,0.174120955079447,0.116407595103278
"P4",0.294389697942175,0.23866059097806,0.188131655211431,0.0144973999977507,0.0370766950463022
"P5",0.0215875466355783,0.0409984219971793,0.00444205503928632,0.0041319450488615,0.00159088000053063
"R1",0.0136691521836125,0.0112551327527469,0.00349668000066251,0.000364710015448705,7.3394995394647e-05
"R2",0.0154452113095159,NA,0.0156215599868675,0,0
"R3",0.00450663405542781,2.5e-05,0.0192679998314641,0.00683278995951734,0
"R4",0.00689403008007186,0.0140321954554608,0.00942328001687982,0.00515064999350756,0.000744635006585866
"T1",0.00763040584448011,0.00206151136048929,0.00071524000880517,0.0116786549788744,0.0274514800245878
"T10",0.0802278875537066,0.30626443323754,0.130864719884378,0.0945558249549244,0.0175370000114776
"T11",0.173724579254975,0.163428001450207,0.0656653150690398,0.100321794945557,0.029991785032008
"T2",0.339502687746757,0.199544887657352,0.119876669895839,0.134290129918142,0.0491522297523753
"T3",0.17574933577496,0.300803088765146,0.171942575102805,0.153122149794408,0.0421284551497065
"T4",0.0497593711712952,0.258294185185874,0.176380664817586,0.187079985036754,0.116571774897615
"T5",0.0246230089116762,0.0354018723740335,0.0380860650475765,0.0324379249658201,0.0133845100915094
"T6",0.104055918011264,0.115748030259705,0.0620897600573746,0.0615619101014697,0.0279004100023789
